Timestamp (Local),at7_nhx,at4_nhx,at6_nhx,plant_inf_q,at7_z2_do,at7_z3_do
10/12/2023 1:20,0.93,0.85,1.98,11.99,1.47,1.61
10/12/2023 1:40,0.45,0.85,1.98,11.13,1.48,1.59
10/12/2023 2:00,0.12,0.78,1.08,10.57,1.17,1.16
10/12/2023 2:20,0.05,0.07,0.24,10.55,1.21,0.94
10/12/2023 2:40,0.01,0.03,0.1,9.3,1.42,1.16
10/12/2023 3:00,-0.01,0.02,0.01,8.39,1.38,1.18
10/12/2023 3:20,0.02,0.02,-0.01,8.42,1.04,0.62
10/12/2023 3:40,-0.01,0.04,-0.01,8.27,0.89,1.13
10/12/2023 4:00,0,0.02,-0.02,8.16,0.87,0.65
10/12/2023 4:20,0,0.01,-0.01,7.9,0.61,0.57
10/12/2023 4:40,-0.02,0,-0.03,7.84,0.74,0.82
10/12/2023 5:00,0.02,0.04,0.01,8.11,0.52,0.71
10/12/2023 5:20,-0.01,0.01,-0.03,8.83,0.44,0.59
10/12/2023 5:40,0,0,0.02,8.18,0.53,0.62
10/12/2023 6:00,-0.01,0.01,-0.01,9.04,0.23,0.59
10/12/2023 6:20,0,0.02,0.02,9.38,0.22,0.64
10/12/2023 6:40,0.01,0,-0.03,10.22,0.31,0.59
10/12/2023 7:00,-0.01,0,-0.02,11.17,0.31,0.62
10/12/2023 7:20,-0.01,0.01,-0.01,12.79,0.22,0.62
10/12/2023 7:40,0.01,0.01,0,14.21,0.24,0.54
10/12/2023 8:00,-0.01,0.01,0.03,15.8,0.29,0.51
10/12/2023 8:20,0,0.01,-0.02,16.17,0.28,0.42
10/12/2023 8:40,-0.01,0.01,0.04,17.75,0.2,0.29
10/12/2023 9:00,0.02,0,-0.02,17.62,0.32,0.22
10/12/2023 9:20,0.03,0.01,-0.01,17.41,0.38,0.2
10/12/2023 9:40,0.16,0.01,0.04,17.19,0.3,0.21
10/12/2023 10:00,0.32,0.08,0.17,16.51,0.35,0.23
10/12/2023 10:20,-1.73,0.26,0.33,16.42,0.33,0.3
10/12/2023 10:40,-1.73,0.37,0.46,16.52,0.3,0.29
10/12/2023 11:00,-1.73,0.37,0.65,15.8,0.33,0.3
10/12/2023 11:20,0,0.37,0.97,15.92,0.27,0.28
10/12/2023 11:40,0.02,0.43,1.17,15.56,0.28,0.29
10/12/2023 12:00,0.77,0.53,1.36,16.04,0.33,0.29
10/12/2023 12:20,1.11,0.59,1.51,15.56,0.26,0.28
10/12/2023 12:40,1.31,0.67,1.7,15.3,0.32,0.31
10/12/2023 13:00,1.55,0.76,1.92,15.3,0.32,0.39
10/12/2023 13:20,1.72,0.9,2.07,14.81,0.28,0.4
10/12/2023 13:40,1.81,0.97,2.04,15.04,0.27,0.39
10/12/2023 14:00,1.68,1.14,2,15.47,0.47,0.38
10/12/2023 14:20,1.53,1.25,2.06,15.15,0.38,0.4
10/12/2023 14:40,1.79,1.44,1.73,14.68,0.39,0.37
10/12/2023 15:00,2.15,1.39,1.52,13.69,0.5,0.57
10/12/2023 15:20,2.18,1.36,1.85,13.15,0.49,0.57
10/12/2023 15:40,2.13,1.49,2.07,12.73,0.56,0.58
10/12/2023 16:00,1.99,1.64,2.28,13.25,0.5,0.61
10/12/2023 16:20,1.8,1.54,2.37,14.07,0.72,0.61
10/12/2023 16:40,1.68,1.61,2.4,14.83,0.58,0.62
10/12/2023 17:00,1.66,1.48,2.24,13.98,0.45,0.63
10/12/2023 17:20,1.55,1.5,2.16,16.76,0.48,0.64
10/12/2023 17:40,1.45,1.73,2.06,16.87,0.58,0.51
10/12/2023 18:00,1.5,1.68,2.03,16.54,0.48,0.49
10/12/2023 18:20,1.61,1.72,2.1,16.72,0.57,0.49
10/12/2023 18:40,1.87,1.97,2.18,17.16,0.49,0.65
10/12/2023 19:00,2.11,2.23,2.35,17.57,0.6,0.65
10/12/2023 19:20,2.25,2.25,2.66,17.48,0.51,0.84
10/12/2023 19:40,2.4,2.44,2.92,17.9,0.93,0.85
10/12/2023 20:00,2.56,2.18,3.02,18.62,0.94,0.87
10/12/2023 20:20,2.75,2.08,3.03,19.19,1.08,0.89
10/12/2023 20:40,2.71,1.97,2.99,20.08,0.91,1.09
10/12/2023 21:00,2.81,1.86,3.05,20.15,0.93,1.11
10/12/2023 21:20,2.89,1.7,3.06,19.76,1.35,1.2
10/12/2023 21:40,2.96,1.73,3.25,19.96,1.27,1.28
10/12/2023 22:00,3.17,1.61,3.52,19.61,1.4,1.39
10/12/2023 22:20,3.31,1.68,3.6,19.51,1.53,1.4
10/12/2023 22:40,3.45,1.79,3.78,19.63,1.36,1.63
10/12/2023 23:00,3.39,2.02,3.76,19.16,1.96,1.67
10/12/2023 23:20,3.23,2.13,3.81,18.52,1.88,1.69
10/12/2023 23:40,3.2,2.3,3.76,17.45,1.88,1.92
10/13/2023 0:00,3.02,2.05,3.5,16.21,1.73,1.97
10/13/2023 0:20,2.6,1.83,3.23,15.2,1.95,2.05
10/13/2023 0:40,2.2,1.75,2.94,13.91,1.32,1.89
10/13/2023 1:00,1.8,1.31,2.56,13.08,1.01,1.84
10/13/2023 1:20,1.32,1.04,2.37,11.33,2.5,1.81
10/13/2023 1:40,0.89,1.04,2.37,11.36,1.67,1.79
10/13/2023 2:00,0.44,0.17,2.37,10.69,1.52,1.66
10/13/2023 2:20,0.16,0.06,0.53,10.68,0.88,1.14
10/13/2023 2:40,0.01,0.02,0.28,10.23,1.55,1.18
10/13/2023 3:00,-0.02,0,0.08,9.41,1.39,1.47
10/13/2023 3:20,-0.01,0.01,0,9.06,1.21,0.91
10/13/2023 3:40,-0.02,-0.01,-0.03,8.59,1.09,0.91
10/13/2023 4:00,-0.04,-0.01,0.04,8.14,0.95,1.22
10/13/2023 4:20,-0.02,-0.01,-0.03,8.25,1.07,0.65
10/13/2023 4:40,-0.03,-0.01,-0.02,7.88,0.89,0.71
10/13/2023 5:00,-0.02,0.01,0.03,8.43,0.83,1
10/13/2023 5:20,-0.02,0.01,-0.03,9.13,0.64,0.5
10/13/2023 5:40,-0.04,0.01,-0.02,8.79,0.58,0.49
10/13/2023 6:00,-0.03,0.01,0.02,8.86,0.5,0.6
10/13/2023 6:20,-0.02,0,-0.02,9.41,0.5,0.64
10/13/2023 6:40,-0.02,-0.01,-0.02,9.75,0.28,0.57
10/13/2023 7:00,-0.02,-0.01,-0.03,11.39,0.37,0.58
10/13/2023 7:20,-0.02,-0.01,0.01,12.52,0.25,0.56
10/13/2023 7:40,-0.02,-0.01,-0.03,14.05,0.29,0.52
10/13/2023 8:00,-0.01,0.02,-0.02,15.35,0.34,0.35
10/13/2023 8:20,-0.02,0,-0.01,15.88,0.35,0.25
10/13/2023 8:40,0.02,-0.01,0.04,17.14,0.36,0.22
10/13/2023 9:00,0.17,0.01,0.1,18.61,0.35,0.21
10/13/2023 9:20,0.48,0.1,0.3,17.25,0.32,0.24
10/13/2023 9:40,1,0.41,0.64,16.52,0.3,0.29
10/13/2023 10:00,1.59,0.76,1.1,16.98,0.3,0.29
10/13/2023 10:20,2.05,0.89,1.47,16.97,0.38,0.36
10/13/2023 10:40,2.16,1.14,1.7,16.32,0.36,0.51
10/13/2023 11:00,2.16,1.41,2.1,15.68,0.54,0.5
10/13/2023 11:20,2.42,1.78,2.35,15.28,0.64,0.72
10/13/2023 11:40,2.65,1.99,2.59,15.3,0.72,0.73
10/13/2023 12:00,2.68,2.2,2.51,15.1,0.79,0.77
10/13/2023 12:20,2.73,2.43,2.51,15.81,0.78,0.8
10/13/2023 12:40,2.57,2.4,2.3,14.6,0.74,1.08
10/13/2023 13:00,2.51,2.14,2.37,14.8,0.94,0.95
10/13/2023 13:20,2.35,1.84,2.23,14.15,0.91,0.88
10/13/2023 13:40,2.27,1.56,2.08,14.12,0.82,0.91
10/13/2023 14:00,2.03,1.19,1.97,13.99,0.98,0.9
10/13/2023 14:20,1.89,1.02,2.12,14.08,1.17,0.93
10/13/2023 14:40,1.74,0.78,2.16,14.53,1.03,1.18
10/13/2023 15:00,1.63,0.71,2.03,13.9,1,1.02
10/13/2023 15:20,1.58,0.69,1.83,13.78,0.97,0.8
10/13/2023 15:40,1.55,0.74,1.8,13.77,0.64,0.79
10/13/2023 16:00,1.5,0.81,1.91,14.58,0.87,1.04
10/13/2023 16:20,1.5,0.99,1.95,14.6,0.91,0.93
10/13/2023 16:40,1.49,1.29,1.77,15.03,1.07,0.78
10/13/2023 17:00,1.44,1.59,1.59,15.09,0.92,0.82
10/13/2023 17:20,1.29,1.87,1.64,15.66,0.66,1.06
10/13/2023 17:40,1.44,2,1.66,15.88,1.13,0.9
10/13/2023 18:00,1.56,2.52,1.71,16.5,1.15,0.83
10/13/2023 18:20,1.44,3.02,1.73,16.8,0.77,0.83
10/13/2023 18:40,1.65,2.77,2.01,17.26,1.14,0.81
10/13/2023 19:00,1.59,2.66,2.12,18.34,0.89,1.03
10/13/2023 19:20,1.76,2.72,2.37,19,0.79,1.03
10/13/2023 19:40,2.2,2.19,2.51,18.74,1.03,1.02
10/13/2023 20:00,2.29,1.78,2.54,18.7,1.14,1.02
10/13/2023 20:20,2.3,1.43,2.64,19.09,1.12,1
10/13/2023 20:40,2.58,1.28,2.69,18.96,1.3,1.19
10/13/2023 21:00,2.63,1.07,2.74,18.89,0.95,1.31
10/13/2023 21:20,2.58,0.89,2.67,18.9,1.41,1.38
10/13/2023 21:40,2.47,0.87,2.61,18.77,1.55,1.37
10/13/2023 22:00,2.25,0.82,2.43,18.15,1.49,1.51
10/13/2023 22:20,1.93,0.79,2.3,17.93,1.55,1.39
10/13/2023 22:40,1.57,0.82,1.96,17.44,1.12,1.36
10/13/2023 23:00,1.25,0.81,1.77,16.57,1.65,1.35
10/13/2023 23:20,0.93,0.8,1.42,16.04,1.35,1.24
10/13/2023 23:40,0.69,0.72,1.11,15.26,1.06,1.21
10/14/2023 0:00,0.38,0.7,0.84,14.58,1.04,0.95
10/14/2023 0:20,0.18,0.61,0.67,14.39,1.31,1.01
10/14/2023 0:40,0.15,0.66,0.37,13.05,1.08,0.64
10/14/2023 1:00,0.03,0.6,0.12,12.69,0.82,0.86
10/14/2023 1:20,0.01,0.56,0.05,11.6,0.75,0.79
10/14/2023 1:40,-0.03,0.56,0.05,11.16,0.61,0.37
10/14/2023 2:00,-0.05,0.4,0.05,10.84,0.44,0.37
10/14/2023 2:20,-0.02,0.16,0.05,10.44,0.57,0.47
10/14/2023 2:40,-0.04,0.28,0.1,9.91,0.34,0.62
10/14/2023 3:00,-0.04,0.11,0.02,9.63,0.37,0.44
10/14/2023 3:20,-0.04,0.05,0.06,9.5,0.29,0.43
10/14/2023 3:40,-0.06,0,0.02,7.93,0.35,0.46
10/14/2023 4:00,-0.06,-0.02,0.04,7.74,0.49,0.46
10/14/2023 4:20,-0.07,-0.03,0.01,7.95,0.24,0.51
10/14/2023 4:40,-0.06,-0.02,0.02,7.74,0.42,0.56
10/14/2023 5:00,-0.05,-0.02,0.03,6.98,0.33,0.53
10/14/2023 5:20,-0.03,-0.03,0.02,8.95,0.38,0.58
10/14/2023 5:40,-0.05,0,0.02,8.56,0.18,0.59
10/14/2023 6:00,-0.05,-0.03,0.01,8.28,0.31,0.61
10/14/2023 6:20,-0.03,-0.02,0.02,8,0.41,0.59
10/14/2023 6:40,-0.06,-0.03,0.01,8,0.3,0.58
10/14/2023 7:00,-0.04,-0.02,0.02,8.45,0.26,0.6
10/14/2023 7:20,-0.04,-0.02,0.01,8.69,0.31,0.59
10/14/2023 7:40,-0.03,-0.02,0.02,9,0.33,0.63
10/14/2023 8:00,-0.05,-0.02,0.02,9.89,0.3,0.56
10/14/2023 8:20,-0.03,-0.01,0.06,10.95,0.33,0.55
10/14/2023 8:40,-0.05,-0.01,0.01,11.66,0.31,0.6
10/14/2023 9:00,-0.04,-0.02,0.01,13.34,0.3,0.58
10/14/2023 9:20,-0.05,-0.02,0.04,14.77,0.26,0.56
10/14/2023 9:40,-0.04,-0.03,0.06,15.92,0.31,0.45
10/14/2023 10:00,-0.03,-0.03,0.12,16.06,0.17,0.33
10/14/2023 10:20,-0.04,-0.02,0.32,17.96,0.28,0.27
10/14/2023 10:40,-0.01,-0.01,0.77,18.83,0.33,0.21
10/14/2023 11:00,0.24,-0.01,1.26,18.52,0.32,0.2
10/14/2023 11:20,0.62,0.06,1.75,19.02,0.24,0.22
10/14/2023 11:40,1.18,0.35,2.27,19.9,0.31,0.23
10/14/2023 12:00,1.76,0.71,2.78,20.9,0.33,0.3
10/14/2023 12:20,2.3,1,3.4,19.47,0.51,0.44
10/14/2023 12:40,2.84,1.5,4.03,21.27,0.47,0.61
10/14/2023 13:00,3.3,2.11,4.42,21.45,0.37,0.82
10/14/2023 13:20,3.84,2.77,4.78,21.16,1.07,1.01
10/14/2023 13:40,4.25,3.34,4.98,21.24,0.97,1.2
10/14/2023 14:00,4.25,3.95,5.01,20.95,1.4,1.34
10/14/2023 14:20,4.14,4.13,5.03,21.02,1.53,1.54
10/14/2023 14:40,4.16,4.15,4.93,20.56,1.45,1.53
10/14/2023 15:00,4.19,3.96,4.84,20.34,1.71,1.65
10/14/2023 15:20,4.05,3.76,4.64,20.58,2.12,1.75
10/14/2023 15:40,3.96,3.27,4.54,21.11,1.8,1.92
10/14/2023 16:00,3.73,2.94,4.38,20.84,2.1,1.88
10/14/2023 16:20,3.54,2.29,4.41,21.23,2.1,2.01
10/14/2023 16:40,3.41,2.1,4.3,21.94,2.16,1.95
10/14/2023 17:00,3.12,2.2,4.26,23.23,2.09,1.83
10/14/2023 17:20,2.98,1.9,4.21,25.17,2.22,1.94
10/14/2023 17:40,2.94,1.98,4.15,23.63,2.19,1.93
10/14/2023 18:00,2.91,1.82,4.12,23.27,2.28,1.96
10/14/2023 18:20,2.82,1.73,4.02,23.56,1.97,1.96
10/14/2023 18:40,2.79,1.79,3.92,24.07,2.26,1.96
10/14/2023 19:00,2.78,1.98,3.87,24.43,1.82,1.95
10/14/2023 19:20,2.77,1.95,3.85,23.23,2.09,2.02
10/14/2023 19:40,2.77,1.97,3.85,22.59,1.56,1.93
10/14/2023 20:00,2.73,2.02,3.82,21.73,1.83,1.95
10/14/2023 20:20,2.74,1.96,3.74,21.85,1.98,1.92
10/14/2023 20:40,2.75,1.86,3.71,22.35,1.85,1.96
10/14/2023 21:00,2.65,1.72,3.64,22.39,2.09,1.96
10/14/2023 21:20,2.56,1.67,3.57,21.61,1.75,1.96
10/14/2023 21:40,2.59,1.73,3.42,21.19,1.92,2
10/14/2023 22:00,2.53,1.6,3.47,20.21,2.2,1.94
10/14/2023 22:20,2.37,1.54,3.27,19.82,2.14,1.93
10/14/2023 22:40,2.27,1.3,3.07,18.72,1.96,1.82
10/14/2023 23:00,1.99,1.14,2.91,18.67,1.92,1.78
10/14/2023 23:20,1.72,0.87,2.66,17.91,2.11,1.92
10/14/2023 23:40,1.39,0.66,2.59,17.77,2.11,1.92
10/15/2023 0:00,1.04,0.43,2.27,17.07,1.51,1.98
10/15/2023 0:20,0.73,0.22,1.7,16.57,1.94,2.11
10/15/2023 0:40,0.47,0.13,1.26,16.12,1.66,2.23
10/15/2023 1:00,0.22,0.07,0.83,14.88,1.67,2.08
10/15/2023 1:20,0.04,0.04,0.74,13.96,1.61,1.72
10/15/2023 1:40,-0.03,0.04,0.74,13.08,1.6,1.39
10/15/2023 2:00,-0.03,0.04,0.74,12.68,1.36,1.17
10/15/2023 2:20,-0.05,0.04,0.06,12.21,1.19,1.28
10/15/2023 2:40,-0.06,0.03,0.02,11.75,1.21,1.07
10/15/2023 3:00,-0.05,0.02,0.01,10.77,1.13,0.58
10/15/2023 3:20,-0.05,0.02,0.01,10.56,1.18,0.9
10/15/2023 3:40,-0.04,0.02,0.02,10.48,0.83,1.21
10/15/2023 4:00,-0.06,0.02,0.01,9.83,0.98,0.51
10/15/2023 4:20,-0.05,0.02,0.01,9.03,0.76,0.55
10/15/2023 4:40,-0.05,0.02,0,9.05,0.6,1.02
10/15/2023 5:00,-0.04,0.02,0,8.08,0.64,0.34
10/15/2023 5:20,-0.03,0.02,0,9.28,0.61,0.48
10/15/2023 5:40,-0.04,0.01,0,9.18,0.37,0.47
10/15/2023 6:00,-0.04,0.01,0.01,9.33,0.36,0.53
10/15/2023 6:20,-0.05,0.02,0,8.92,0.33,0.49
10/15/2023 6:40,-0.04,0.02,0.01,8.51,0.34,0.35
10/15/2023 7:00,-0.04,0.02,0.01,8.75,0.24,0.37
10/15/2023 7:20,-0.05,0.01,0.01,9.06,0.32,0.37
10/15/2023 7:40,-0.04,0.02,0.01,9.24,0.34,0.34
10/15/2023 8:00,-0.03,0.03,0.01,9.89,0.33,0.35
10/15/2023 8:20,-0.03,0.01,0.01,10.96,0.35,0.4
10/15/2023 8:40,-0.03,0.01,0.01,12.16,0.24,0.39
10/15/2023 9:00,-0.04,0.02,0.01,13.07,0.27,0.35
10/15/2023 9:20,-0.03,0.02,0,14.88,0.3,0.32
10/15/2023 9:40,-0.04,0.02,0.01,16.54,0.27,0.26
10/15/2023 10:00,-0.03,0.03,0.01,17.65,0.29,0.19
10/15/2023 10:20,0,0.02,0.02,18.81,0.33,0.2
10/15/2023 10:40,0.18,0.05,0.04,19.44,0.35,0.24
10/15/2023 11:00,0.6,0.18,0.12,19.29,0.29,0.26
10/15/2023 11:20,1.11,0.51,0.25,19.94,0.29,0.35
10/15/2023 11:40,1.61,0.93,0.43,19.79,0.26,0.35
10/15/2023 12:00,1.93,1.27,0.6,19.8,0.37,0.34
10/15/2023 12:20,2.27,1.73,0.82,20.4,0.36,0.44
10/15/2023 12:40,2.72,1.98,0.98,21,0.54,0.65
10/15/2023 13:00,2.96,2.41,1.47,20.9,0.65,0.65
10/15/2023 13:20,3.07,2.78,1.73,20.9,0.76,0.95
10/15/2023 13:40,3.18,2.74,2,20.45,0.57,0.98
10/15/2023 14:00,3.2,2.97,2.09,19.8,0.99,0.96
10/15/2023 14:20,3.2,2.52,2.18,18.85,1.03,0.98
10/15/2023 14:40,2.61,2.32,2.15,19.07,0.74,1.23
10/15/2023 15:00,2.57,2.09,2.18,18.62,1.15,1.18
10/15/2023 15:20,2.35,1.75,2.15,18.31,1.12,1.1
10/15/2023 15:40,2.24,1.43,2.03,18.06,1.31,1.12
10/15/2023 16:00,2.04,1.16,2,18.47,0.61,1.14
10/15/2023 16:20,1.99,0.9,1.92,18.7,0.67,1.14
10/15/2023 16:40,1.75,0.86,1.81,18.52,1.47,1.14
10/15/2023 17:00,1.77,0.75,1.76,17.5,0.97,1.14
10/15/2023 17:20,1.72,0.83,1.69,19.65,1.31,1.19
10/15/2023 17:40,1.58,0.91,1.67,19.46,0.93,1.09
10/15/2023 18:00,1.72,0.97,1.67,19.8,1.29,1.1
10/15/2023 18:20,1.73,1.02,1.75,19.7,1.21,1.1
10/15/2023 18:40,1.64,1.12,1.84,20.07,0.82,1.1
10/15/2023 19:00,1.76,1.28,1.9,20.15,1.43,1.14
10/15/2023 19:20,1.74,1.48,1.89,20,0.78,1.26
10/15/2023 19:40,1.63,1.68,1.78,20.56,0.85,1.21
10/15/2023 20:00,1.81,1.94,1.81,21.03,0.95,1.23
10/15/2023 20:20,1.79,1.97,1.87,22.69,0.83,1.09
10/15/2023 20:40,1.91,2.21,1.99,22.98,1.26,1.18
10/15/2023 21:00,1.87,2.25,2.02,23.25,1.05,1.33
10/15/2023 21:20,1.87,2.37,2.24,23.1,1.24,1.33
10/15/2023 21:40,2.12,2.28,2.49,22.45,1.49,1.26
10/15/2023 22:00,2.43,2.41,2.69,21.94,1.36,1.47
10/15/2023 22:20,2.67,2.3,2.85,21.58,1.48,1.48
10/15/2023 22:40,2.61,2.08,2.87,20.92,1.68,1.43
10/15/2023 23:00,2.48,1.99,2.77,20.17,1.01,1.58
10/15/2023 23:20,2.39,1.86,2.78,18.69,2.25,1.77
10/15/2023 23:40,2.13,1.62,2.58,18.03,1.9,1.77
10/16/2023 0:00,1.84,1.33,2.28,16.68,2.03,1.65
10/16/2023 0:20,1.41,1.07,2.17,15.48,1.7,1.62
10/16/2023 0:40,1.03,0.81,1.79,13.92,1.11,1.53
10/16/2023 1:00,0.61,0.48,1.35,13.37,1.75,1.31
10/16/2023 1:20,0.26,0.25,0.9,12.74,1.1,1.31
10/16/2023 1:40,0.04,0.25,0.9,11.76,1.37,1.25
10/16/2023 2:00,-0.02,0.11,0.83,11.43,1.15,0.92
10/16/2023 2:20,-0.05,0.04,0.05,10.78,0.72,0.97
10/16/2023 2:40,-0.04,0.03,0.03,10.6,1.34,1.06
10/16/2023 3:00,-0.04,0.02,0.01,9.78,1.1,0.73
10/16/2023 3:20,-0.04,0.02,0,8.76,0.82,0.57
10/16/2023 3:40,-0.03,0.02,0,8.72,0.47,1.15
10/16/2023 4:00,-0.04,0.03,0,8.56,0.75,0.46
10/16/2023 4:20,-0.05,0.02,0,8.36,0.37,0.45
10/16/2023 4:40,-0.04,0.01,0,8.28,0.44,0.52
10/16/2023 5:00,-0.04,0.02,0,8.11,0.49,0.51
10/16/2023 5:20,-0.05,0.01,0,8.15,0.36,0.48
10/16/2023 5:40,-0.04,0.02,0,7.98,0.16,0.46
10/16/2023 6:00,-0.04,0.02,0,9.77,0.42,0.38
10/16/2023 6:20,-0.04,0.02,0,10.11,0.31,0.45
10/16/2023 6:40,-0.04,0.01,0,11.09,0.18,0.44
10/16/2023 7:00,-0.04,0.01,0.01,12.29,0.22,0.47
10/16/2023 7:20,-0.05,0.01,0,13.41,0.25,0.46
10/16/2023 7:40,-0.04,0.02,0,14.95,0.25,0.4
10/16/2023 8:00,-0.04,0.02,0,16.75,0.24,0.36
10/16/2023 8:20,-0.04,0.01,0,17.57,0.25,0.26
10/16/2023 8:40,-0.05,0.01,0,19.28,0.32,0.21
10/16/2023 9:00,-0.03,0.03,0,19.26,0.33,0.2
10/16/2023 9:20,0.12,0.02,0.05,17.76,0.32,0.23
10/16/2023 9:40,0.37,0.09,0.21,18.19,0.23,0.29
10/16/2023 10:00,0.67,0.21,0.33,17.88,0.32,1.26
10/16/2023 10:20,0.97,0.44,0.41,16.93,0.31,0.62
10/16/2023 10:40,0.97,0.57,0.47,16.47,0.28,0.36
10/16/2023 11:00,0.96,0.77,1.35,16.32,0.35,0.32
10/16/2023 11:20,1.11,0.82,1.3,15.36,0.3,0.3
10/16/2023 11:40,1.33,1.12,1.28,15.42,0.27,0.31
10/16/2023 12:00,1.54,1.18,1.18,17.02,0.32,0.3
10/16/2023 12:20,1.69,1.27,1.16,15.85,0.29,0.33
10/16/2023 12:40,1.8,1.31,1.14,14.72,0.4,0.3
10/16/2023 13:00,1.92,1.36,1.14,14.6,0.4,0.37
10/16/2023 13:20,1.93,1.4,1.27,14.83,0.49,0.49
10/16/2023 13:40,2.01,1.45,1.42,14.45,0.47,0.52
10/16/2023 14:00,2.01,1.47,1.42,14.51,0.68,0.54
10/16/2023 14:20,2.01,1.47,1.42,14.99,0.46,0.53
10/16/2023 14:40,2.01,1.47,1.42,14.23,0.65,0.55
10/16/2023 15:00,1.98,2.09,1.81,14.3,0.66,0.57
10/16/2023 15:20,2.25,2.66,2.45,14.22,0.48,0.75
10/16/2023 15:40,2.28,2.67,2.73,14.62,0.43,0.82
10/16/2023 16:00,2.35,2.69,2.86,14.86,0.61,0.79
10/16/2023 16:20,2.4,2.67,2.99,14.7,0.67,0.69
10/16/2023 16:40,2.37,2.37,2.98,15.01,0.92,0.9
10/16/2023 17:00,2.56,2.1,2.92,15.26,0.77,0.92
10/16/2023 17:20,2.56,1.55,2.95,16.18,1.03,0.92
10/16/2023 17:40,2.48,1.15,2.86,16.76,0.84,1.27
10/16/2023 18:00,2.53,0.95,2.83,16.67,1.16,0.99
10/16/2023 18:20,2.6,0.98,2.82,17.56,1.2,1
10/16/2023 18:40,2.67,1.08,2.87,18.92,1.17,1.26
10/16/2023 19:00,2.66,1.23,2.87,18.37,1.25,1.26
10/16/2023 19:20,2.67,1.5,2.94,18.76,1.48,1.28
10/16/2023 19:40,2.56,1.63,2.92,18.9,1.2,1.4
10/16/2023 20:00,2.67,1.63,3.05,19.01,1.56,1.48
10/16/2023 20:20,2.75,2,2.97,20.09,1.48,1.51
10/16/2023 20:40,2.66,1.95,2.98,20.93,1.44,1.51
10/16/2023 21:00,2.63,2.06,2.92,21.83,1.3,1.55
10/16/2023 21:20,2.46,2.08,2.84,21,1.64,1.52
10/16/2023 21:40,2.42,2,2.98,21.25,1.55,1.62
10/16/2023 22:00,2.36,2.16,2.94,21.2,2.05,1.65
10/16/2023 22:20,2.3,1.83,2.78,20.41,1.44,1.77
10/16/2023 22:40,2.13,1.73,2.73,19.3,2.11,1.85
10/16/2023 23:00,1.99,1.63,2.82,18.54,1.08,1.75
10/16/2023 23:20,1.86,1.56,2.79,17.85,2.06,1.81
10/16/2023 23:40,1.8,1.35,2.68,16.77,1.44,1.79
10/17/2023 0:00,1.64,1.27,2.68,15.76,2.33,1.55
10/17/2023 0:20,1.4,1.08,2.61,14.6,1.95,1.49
10/17/2023 0:40,1.3,0.93,2.52,13.29,1.76,1.83
10/17/2023 1:00,1.04,0.8,2.27,12.93,1.93,1.7
10/17/2023 1:20,0.79,0.76,1.99,12.49,1.73,1.5
10/17/2023 1:40,0.5,0.76,1.99,11.94,1.79,1.59
10/17/2023 2:00,0.26,0.76,1.99,9.64,0.87,1.38
10/17/2023 2:20,0.09,0.19,0.43,8.98,1.68,1.26
10/17/2023 2:40,0.03,0.12,0.4,8.32,1.2,1.1
10/17/2023 3:00,0.02,0.05,0.15,8.19,1.01,1.14
10/17/2023 3:20,0.02,0.03,0.06,8.33,0.83,0.74
10/17/2023 3:40,0.02,0.04,0.02,8.23,1.04,0.89
10/17/2023 4:00,0.02,0.02,0.02,8.07,0.73,1.04
10/17/2023 4:20,0.02,0.03,0.01,7.97,0.94,0.71
10/17/2023 4:40,0.02,0.03,0.01,7.98,0.6,0.48
10/17/2023 5:00,0.02,0.05,0,8.11,0.67,0.69
10/17/2023 5:20,0.02,0.02,0,7.87,0.63,0.73
10/17/2023 5:40,0.02,0.04,0,8.04,0.45,0.37
10/17/2023 6:00,0.01,0.02,0,8.48,0.47,0.36
10/17/2023 6:20,0.02,0.01,-0.01,8.98,0.31,0.41
10/17/2023 6:40,0.02,0,0,9.97,0.29,0.35
10/17/2023 7:00,0.02,0.01,-0.01,12.15,0.29,0.36
10/17/2023 7:20,0.02,0,0,13.67,0.26,0.27
10/17/2023 7:40,0.02,0,0,16.52,0.29,0.23
10/17/2023 8:00,0.05,-0.01,0.05,17.41,0.25,0.22
10/17/2023 8:20,0.16,-0.02,0.06,16.47,0.41,0.21
10/17/2023 8:40,0.44,0.01,0.09,17.32,0.35,0.24
10/17/2023 9:00,0.9,0.12,0.27,18.33,0.27,0.31
10/17/2023 9:20,1.46,0.39,0.72,17.84,0.3,0.32
10/17/2023 9:40,2.03,0.81,1.25,17.09,0.38,0.32
10/17/2023 10:00,2.7,1.31,1.8,16.27,0.48,0.54
10/17/2023 10:20,3.17,1.85,2.13,15.65,0.59,0.85
10/17/2023 10:40,3.39,2.09,2.3,16.02,0.82,0.87
10/17/2023 11:00,3.35,2.25,2.38,15.85,1.11,0.89
10/17/2023 11:20,3.11,2.42,2.37,16.15,0.93,1.21
10/17/2023 11:40,2.9,2.24,2.31,16.46,0.97,1.05
10/17/2023 12:00,2.71,2.19,2.22,16.1,1.22,1.05
10/17/2023 12:20,2.6,1.94,2.2,16.17,1.04,1.01
10/17/2023 12:40,2.53,1.69,2.15,15.92,1.34,1.02
10/17/2023 13:00,2.35,1.56,2.13,14.88,1.16,1.08
10/17/2023 13:20,2.23,1.47,1.98,14.49,1.36,1.35
