Timestamp (Local),at7_nhx,at4_nhx,at6_nhx,plant_inf_q,at7_z2_do,at7_z3_do
10/6/2023 12:00,1.81,2.52,2.18,17.67,0.67,0.58
10/6/2023 12:20,1.53,2.33,1.9,17.46,0.48,0.57
10/6/2023 12:40,1.44,1.8,1.75,17.31,0.8,0.59
10/6/2023 13:00,1.41,1.32,1.76,18.06,0.64,0.57
10/6/2023 13:20,1.39,0.93,1.66,17.79,0.6,0.59
10/6/2023 13:40,1.37,0.68,1.62,17.88,0.54,0.55
10/6/2023 14:00,1.43,0.53,1.56,18.43,0.46,0.58
10/6/2023 14:20,1.52,0.62,1.64,17.72,0.5,0.57
10/6/2023 14:40,1.51,0.77,1.74,17.38,0.66,0.56
10/6/2023 15:00,1.56,1,1.96,17.49,0.66,0.57
10/6/2023 15:20,1.58,1.29,1.94,16.71,0.65,0.55
10/6/2023 15:40,1.49,1.47,1.82,17.01,0.4,0.57
10/6/2023 16:00,1.36,1.74,1.73,17.3,0.67,0.57
10/6/2023 16:20,1.24,1.92,1.57,17.32,0.62,0.59
10/6/2023 16:40,1.17,2.01,1.37,17.09,0.43,0.59
10/6/2023 17:00,1.08,2.15,1.27,17.15,0.55,0.49
10/6/2023 17:20,0.95,2.2,1.2,17.48,0.38,0.47
10/6/2023 17:40,0.99,2.04,1.13,17.33,0.46,0.39
10/6/2023 18:00,1.1,1.76,1.19,19.05,0.42,0.34
10/6/2023 18:20,1.19,1.44,1.12,19.93,0.36,0.34
10/6/2023 18:40,1.41,1.16,1.12,19,0.35,0.36
10/6/2023 19:00,1.68,0.97,1.12,19.05,0.53,0.43
10/6/2023 19:20,1.89,0.86,1.38,18.8,0.46,0.56
10/6/2023 19:40,2.12,0.98,1.59,19.14,0.52,0.63
10/6/2023 20:00,1.88,1.19,1.99,19.68,0.55,0.67
10/6/2023 20:20,1.67,1.43,2.11,19.87,0.7,0.6
10/6/2023 20:40,1.62,1.71,2.03,19.98,0.6,0.58
10/6/2023 21:00,1.54,1.96,1.8,19.59,0.56,0.56
10/6/2023 21:20,1.56,2.21,1.74,18.92,0.59,0.53
10/6/2023 21:40,1.55,2.49,1.76,18.41,0.41,0.54
10/6/2023 22:00,1.65,2.57,1.74,17.97,0.52,0.55
10/6/2023 22:20,1.6,2.39,1.78,17.46,0.49,0.56
10/6/2023 22:40,1.59,2.1,1.78,17.62,0.75,0.56
10/6/2023 23:00,1.57,1.68,1.77,17.21,0.55,0.58
10/6/2023 23:20,1.5,1.15,1.63,17.12,0.44,0.58
10/6/2023 23:40,1.4,0.96,1.61,16.81,0.6,0.54
10/7/2023 0:00,1.22,0.61,1.41,16.36,0.44,0.55
10/7/2023 0:20,1.09,0.39,1.34,15.47,0.49,0.59
10/7/2023 0:40,1.01,0.3,1.19,14.39,0.52,0.42
10/7/2023 1:00,0.93,0.34,0.96,13.4,0.38,0.34
10/7/2023 1:20,0.87,0.41,0.7,13.07,0.36,0.36
10/7/2023 1:40,0.86,0.41,0.7,12.12,0.4,0.35
10/7/2023 2:00,0.69,0.41,0.7,11.79,0.32,0.32
10/7/2023 2:20,0.56,0.43,0.41,11.39,0.27,0.31
10/7/2023 2:40,0.44,0.6,0.07,10.79,0.29,0.33
10/7/2023 3:00,0.27,0.48,0.02,10.7,0.37,0.28
10/7/2023 3:20,0.15,0.32,0,10.28,0.41,0.35
10/7/2023 3:40,0.05,0.18,0,10.28,0.36,0.36
10/7/2023 4:00,0.01,0.07,-0.03,9.35,0.24,0.45
10/7/2023 4:20,-0.01,0.03,-0.02,8.74,0.37,0.71
10/7/2023 4:40,0.01,0.02,0.02,9.19,0.38,0.75
10/7/2023 5:00,-0.01,0.02,0.01,8.64,0.28,0.8
10/7/2023 5:20,-0.01,0.03,-0.02,9.59,0.3,0.81
10/7/2023 5:40,0,0.01,-0.03,8.53,0.3,0.81
10/7/2023 6:00,-0.01,0.03,-0.02,8.97,0.31,0.97
10/7/2023 6:20,0,0,0,8.57,0.37,0.87
10/7/2023 6:40,-0.01,0.03,-0.02,8.7,0.29,0.96
10/7/2023 7:00,-0.01,0,-0.04,8.79,0.24,0.9
10/7/2023 7:20,-0.02,0.03,-0.03,8.96,0.39,0.93
10/7/2023 7:40,-0.01,0.02,0,9.79,0.25,1.02
10/7/2023 8:00,0.03,0.03,-0.01,10.09,0.26,0.99
10/7/2023 8:20,0.01,0.03,-0.03,11.4,0.41,1.03
10/7/2023 8:40,0,0.03,-0.04,12.62,0.26,1.04
10/7/2023 9:00,-0.03,0.01,-0.03,13.78,0.17,0.95
10/7/2023 9:20,0.01,0.02,-0.02,15.52,0.26,0.9
10/7/2023 9:40,-0.03,0.02,-0.01,17.4,0.3,0.76
10/7/2023 10:00,-0.03,0.02,0.08,17.71,0.34,0.65
10/7/2023 10:20,-0.03,0.01,0.22,16.43,0.16,0.52
10/7/2023 10:40,-0.04,0.02,0.4,18.08,0.23,0.31
10/7/2023 11:00,0.01,0.09,0.52,19.28,0.24,0.24
10/7/2023 11:20,0.17,0.24,0.68,19.79,0.33,0.22
10/7/2023 11:40,0.25,0.31,1.1,19.8,0.32,0.21
10/7/2023 12:00,0.65,0.58,1.8,20.2,0.29,0.24
10/7/2023 12:20,1.13,0.87,2.63,20.35,0.34,0.27
10/7/2023 12:40,1.57,1.27,3.29,20.37,0.45,0.32
10/7/2023 13:00,1.99,1.71,3.57,19.25,0.42,0.45
10/7/2023 13:20,2.29,2.12,3.39,19.66,0.51,0.64
10/7/2023 13:40,2.4,2.19,3.21,20,0.77,0.68
10/7/2023 14:00,2.32,2.29,2.96,19.78,0.44,0.69
10/7/2023 14:20,2.11,2.19,2.65,19.34,0.68,0.68
10/7/2023 14:40,2.08,1.98,2.5,19.19,0.7,0.68
10/7/2023 15:00,2.16,1.82,2.45,19.21,0.97,0.66
10/7/2023 15:20,2.22,1.67,2.43,19.13,0.77,0.78
10/7/2023 15:40,2.28,1.47,2.5,18.82,0.99,0.81
10/7/2023 16:00,2.22,1.35,2.43,18.62,0.73,0.87
10/7/2023 16:20,2.13,1.32,2.46,19.83,0.89,0.87
10/7/2023 16:40,2.05,1.34,2.47,18.87,0.89,0.88
10/7/2023 17:00,1.96,1.34,2.5,18.43,0.85,0.85
10/7/2023 17:20,1.91,1.36,2.25,18.12,0.72,0.9
10/7/2023 17:40,1.89,1.32,2.16,18.85,0.97,1.15
10/7/2023 18:00,1.85,1.3,2.02,18.7,1.1,0.98
10/7/2023 18:20,1.74,1.32,2.01,18.26,1.03,0.8
10/7/2023 18:40,1.74,1.41,2.17,17.85,0.88,0.89
10/7/2023 19:00,1.62,1.41,2.22,17.72,0.83,0.96
10/7/2023 19:20,1.64,1.5,2.17,17.36,0.87,0.95
10/7/2023 19:40,1.65,1.56,2.09,17.39,0.87,0.87
10/7/2023 20:00,1.6,1.55,1.96,17.66,1,0.81
10/7/2023 20:20,1.5,1.54,1.84,17.62,0.94,0.96
10/7/2023 20:40,1.47,1.45,1.69,17.78,0.95,1.02
10/7/2023 21:00,1.37,1.35,1.51,17.49,0.98,0.89
10/7/2023 21:20,1.29,1.31,1.45,17.6,0.69,0.71
10/7/2023 21:40,1.2,1.25,1.36,17.46,0.8,0.77
10/7/2023 22:00,1.19,1.23,1.45,16.82,0.82,0.9
10/7/2023 22:20,1.22,1.24,1.52,17,0.8,0.93
10/7/2023 22:40,1.17,1.2,1.54,16.85,0.8,0.76
10/7/2023 23:00,1.16,1.24,1.47,16.61,0.73,0.76
10/7/2023 23:20,1.12,1.34,1.36,15.86,0.76,0.72
10/7/2023 23:40,1.11,1.36,1.3,15.28,0.8,0.76
10/8/2023 0:00,1.12,1.4,1.27,14.63,0.72,0.68
10/8/2023 0:20,1,1.57,1.14,15.07,0.62,0.58
10/8/2023 0:40,0.83,1.53,0.91,13.89,0.64,0.58
10/8/2023 1:00,0.77,1.51,0.66,13.09,0.57,0.64
10/8/2023 1:20,0.68,1.32,0.52,12.19,0.65,0.5
10/8/2023 1:40,0.48,1.32,0.52,11.58,0.49,0.4
10/8/2023 2:00,0.31,1.32,0.52,11.09,0.29,0.37
10/8/2023 2:20,0.23,0.68,0.11,10.71,0.28,0.35
10/8/2023 2:40,0.18,0.4,0.04,10.62,0.29,0.27
10/8/2023 3:00,0.14,0.22,0.02,10.38,0.29,0.3
10/8/2023 3:20,0.09,0.12,0.01,10.01,0.34,0.39
10/8/2023 3:40,0.04,0.07,0,10.38,0.34,0.44
10/8/2023 4:00,0.01,0.02,0,8.89,0.33,0.54
10/8/2023 4:20,-0.01,0.01,-0.01,8.43,0.34,0.7
10/8/2023 4:40,-0.01,0,0,8.17,0.44,0.85
10/8/2023 5:00,-0.01,0,0,7.14,0.25,0.92
10/8/2023 5:20,-0.01,0,-0.01,8.41,0.34,1.01
10/8/2023 5:40,-0.01,0,-0.01,9.02,0.27,1.03
10/8/2023 6:00,-0.01,0.01,0,8.2,0.27,1.08
10/8/2023 6:20,-0.01,0,0,7.89,0.44,1.16
10/8/2023 6:40,-0.01,0.01,0,8.01,0.35,1.22
10/8/2023 7:00,0,-0.01,0,8.01,0.2,1.3
10/8/2023 7:20,-0.01,0,-0.01,8.45,0.37,1.21
10/8/2023 7:40,-0.01,0,0,8.63,0.32,1.15
10/8/2023 8:00,0.04,-0.01,-0.01,9.15,0.18,1.31
10/8/2023 8:20,0.01,-0.01,-0.01,9.99,0.25,1.23
10/8/2023 8:40,-0.01,-0.01,0,11.34,0.35,1.28
10/8/2023 9:00,-0.03,-0.01,-0.01,12.41,0.23,1.19
10/8/2023 9:20,-0.02,-0.01,0,13.72,0.28,1.06
10/8/2023 9:40,-0.01,-0.01,0.01,14.65,0.29,0.99
10/8/2023 10:00,-0.02,0,0.04,16.13,0.32,0.83
10/8/2023 10:20,-0.02,0.01,0.03,23.56,0.01,0.04
10/8/2023 10:40,0,-0.01,0.01,16.04,-0.01,0.02
10/8/2023 11:00,-0.01,0.03,0.14,16.22,0.28,0.77
10/8/2023 11:20,0.24,0.21,0.35,13.66,0.17,0.36
10/8/2023 11:40,0.36,0.34,0.98,17.29,0.27,0.33
10/8/2023 12:00,0.7,0.36,1.72,18.95,0.31,0.32
10/8/2023 12:20,1.32,0.77,2.73,19.03,0.27,0.31
10/8/2023 12:40,2.19,1.41,3.77,19.17,0.41,0.29
10/8/2023 13:00,2.98,2.2,4.47,18.91,0.39,0.42
10/8/2023 13:20,3.61,3.22,4.7,18.73,0.92,0.8
10/8/2023 13:40,3.75,3.61,4.61,18.8,1.03,1.08
10/8/2023 14:00,3.66,3.89,4.21,18.7,0.88,1.21
10/8/2023 14:20,3.3,3.47,3.87,18.12,0.83,1.22
10/8/2023 14:40,2.97,3.13,3.52,18.15,1.44,1.28
10/8/2023 15:00,2.68,2.56,3.23,17.98,1.39,1.07
10/8/2023 15:20,2.71,1.99,3.13,17.7,1.32,1.11
10/8/2023 15:40,2.62,1.52,2.96,17.25,1.22,1.37
10/8/2023 16:00,2.61,1.08,3.02,17.24,1.24,1.36
10/8/2023 16:20,2.35,0.74,2.88,17.39,1.49,1.39
10/8/2023 16:40,2.18,0.59,2.76,17.24,1.26,1.38
10/8/2023 17:00,2.03,0.45,2.53,17.71,1.42,1.37
10/8/2023 17:20,1.82,0.35,2.34,18.65,1.51,1.2
10/8/2023 17:40,1.52,0.36,2.15,19.02,1.53,1.13
10/8/2023 18:00,1.11,0.36,1.91,18.39,1.33,1.15
10/8/2023 18:20,0.94,0.43,1.68,18.15,1.24,1.16
10/8/2023 18:40,0.83,0.51,1.53,17.81,0.74,0.94
10/8/2023 19:00,0.92,0.6,1.45,18.42,1.29,1.29
10/8/2023 19:20,0.78,0.7,1.35,18.32,1.1,1.07
10/8/2023 19:40,0.66,0.85,1.35,18.65,0.97,0.97
10/8/2023 20:00,0.53,1.08,1.22,18.61,0.86,0.71
10/8/2023 20:20,0.59,1.42,1.14,19.21,0.66,0.84
10/8/2023 20:40,0.68,1.83,0.98,20.07,0.69,0.84
10/8/2023 21:00,0.79,2.09,1.05,20.44,0.63,0.76
10/8/2023 21:20,0.87,2.46,1.21,20.31,0.66,0.76
10/8/2023 21:40,1.12,2.79,1.43,20.1,0.77,0.72
10/8/2023 22:00,1.48,3.2,1.68,20.01,0.81,0.84
10/8/2023 22:20,1.95,3.04,1.99,18.93,0.83,0.89
10/8/2023 22:40,2.31,2.91,2.29,18.65,1.04,0.98
10/8/2023 23:00,2.51,2.69,2.56,18.05,1.03,1.21
10/8/2023 23:20,2.76,2.33,2.62,16.99,1.25,1.27
10/8/2023 23:40,2.74,1.89,2.57,16.52,1.29,1.28
10/9/2023 0:00,2.56,1.52,2.48,14.81,1.52,1.33
10/9/2023 0:20,2.2,1.15,2.36,14.39,0.68,1.33
10/9/2023 0:40,1.9,0.71,2.17,13.34,1.63,1.47
10/9/2023 1:00,1.5,0.46,1.8,12.46,1.14,1.22
10/9/2023 1:20,1.04,0.22,1.42,11.91,1.11,1.11
10/9/2023 1:40,0.62,0.22,1.42,11.6,1.13,1.16
10/9/2023 2:00,0.28,0.22,1.42,11.24,1.11,0.65
10/9/2023 2:20,0.12,0.15,0.24,10.46,0.82,1.09
10/9/2023 2:40,0.06,0.06,0.17,10.63,0.81,0.63
10/9/2023 3:00,0.02,0.03,0.04,8.84,0.69,0.42
10/9/2023 3:20,0.01,0.03,-0.01,8.47,0.5,0.89
10/9/2023 3:40,0,0.05,-0.02,8.1,0.62,0.58
10/9/2023 4:00,0.01,0.02,-0.02,7.85,0.42,0.56
10/9/2023 4:20,0.01,0.03,-0.02,8.12,0.31,0.62
10/9/2023 4:40,0.01,0.01,-0.03,8.27,0.28,0.58
10/9/2023 5:00,0.01,0.01,-0.03,7.88,0.32,0.62
10/9/2023 5:20,0.02,0.01,-0.03,8.44,0.39,0.71
10/9/2023 5:40,0.01,0.01,-0.03,7.98,0.27,0.72
10/9/2023 6:00,0,0.02,-0.03,8.13,0.33,0.77
10/9/2023 6:20,0.01,0.01,-0.03,8.26,0.31,0.79
10/9/2023 6:40,0,0.01,-0.03,9.53,0.22,0.89
10/9/2023 7:00,0.01,0.01,-0.03,9.92,0.28,0.79
10/9/2023 7:20,0.01,0.01,-0.03,10.67,0.3,0.77
10/9/2023 7:40,0.01,0.01,-0.03,12.54,0.26,0.89
10/9/2023 8:00,0,0.01,-0.03,12.98,0.25,0.75
10/9/2023 8:20,0.01,0.01,-0.03,14.44,0.27,0.78
10/9/2023 8:40,0.01,0,-0.02,15.35,0.31,0.65
10/9/2023 9:00,0.02,0,0.02,15.61,0.32,0.45
10/9/2023 9:20,0,0.04,0.06,15.31,0.35,0.26
10/9/2023 9:40,0.02,0.01,0.09,17.33,0.3,0.2
10/9/2023 10:00,0.07,0.05,0.31,16.78,0.28,0.22
10/9/2023 10:20,0.07,0.19,0.76,16.83,0.4,0.23
10/9/2023 10:40,0.04,0.34,1.21,16.67,0.31,0.24
10/9/2023 11:00,0.04,0.47,1.52,17.4,0.31,0.3
10/9/2023 11:20,0.6,0.54,1.7,16.57,0.29,0.29
10/9/2023 11:40,0.93,0.64,1.88,16.23,0.3,0.29
10/9/2023 12:00,1.16,0.81,2.32,15.98,0.28,0.3
10/9/2023 12:20,1.39,1.12,2.7,15.84,0.29,0.29
10/9/2023 12:40,1.75,1.28,2.86,16.48,0.36,0.31
10/9/2023 13:00,2.05,1.45,2.95,16.76,0.36,0.38
10/9/2023 13:20,2.32,1.81,3.05,16.5,0.46,0.47
10/9/2023 13:40,2.6,2.05,3.09,16.27,0.55,0.61
10/9/2023 14:00,2.8,2.14,3.23,17.22,0.58,0.75
10/9/2023 14:20,2.87,2.29,3.22,16.57,0.69,0.78
10/9/2023 14:40,2.91,2.31,3.27,16.52,0.82,0.78
10/9/2023 15:00,2.93,2.41,3.45,15.92,0.9,0.93
10/9/2023 15:20,3.07,2.34,3.65,15.85,0.97,0.99
10/9/2023 15:40,3.17,2.3,3.78,15.85,1.18,1.2
10/9/2023 16:00,3.04,2.26,3.73,16.24,1.24,1.3
10/9/2023 16:20,3.04,1.94,3.71,16.62,0.86,1.3
10/9/2023 16:40,3,1.79,3.58,16.74,1.44,1.27
10/9/2023 17:00,2.83,1.59,3.49,17,1.43,1.28
10/9/2023 17:20,2.59,1.44,3.34,18.64,1.01,1.3
10/9/2023 17:40,2.57,1.21,3.21,18.44,1.67,1.36
10/9/2023 18:00,2.58,1.2,3.26,17.77,1.37,1.42
10/9/2023 18:20,2.42,1.1,3.17,18.49,1.16,1.58
10/9/2023 18:40,2.21,1.19,3.14,18.39,1.73,1.54
10/9/2023 19:00,2.08,1.21,3.13,18.39,1.63,1.52
10/9/2023 19:20,2,1.29,2.93,18.59,1.47,1.59
10/9/2023 19:40,1.8,1.36,2.8,19.11,1.19,1.47
10/9/2023 20:00,1.62,1.39,2.63,19.7,1.85,1.46
10/9/2023 20:20,1.52,1.39,2.61,20.21,1.66,1.47
10/9/2023 20:40,1.35,1.49,2.45,20.06,1.27,1.5
10/9/2023 21:00,1.23,1.45,2.31,20.91,1.38,1.29
10/9/2023 21:20,1.22,1.49,2.21,21.4,1.1,1.39
10/9/2023 21:40,1.23,1.67,2.12,21.57,1.56,1.22
10/9/2023 22:00,1.36,1.76,2.1,21.2,1.66,1.21
10/9/2023 22:20,1.35,1.74,2.07,20.95,0.7,1.27
10/9/2023 22:40,1.23,1.68,1.88,19.85,0.96,1.42
10/9/2023 23:00,1.09,1.62,1.69,19.64,1.02,1.32
10/9/2023 23:20,0.85,1.37,1.52,18.8,1.75,1.48
10/9/2023 23:40,0.59,1.04,1.42,17.48,0.64,1.36
10/10/2023 0:00,0.45,0.83,1.05,16.52,1.8,1.32
10/10/2023 0:20,0.26,0.6,0.81,15.56,0.98,1.11
10/10/2023 0:40,0.15,0.37,0.57,14.19,1.08,0.7
10/10/2023 1:00,0.04,0.31,0.3,13.23,1.16,0.9
10/10/2023 1:20,0.01,0.25,0.3,12.21,0.71,0.91
10/10/2023 1:40,0,0.25,0.3,11.25,0.73,0.59
10/10/2023 2:00,0,0.25,0.19,10.52,0.79,0.59
10/10/2023 2:20,0,0.15,0.05,10.64,0.68,0.53
10/10/2023 2:40,0,0.09,0.01,10.33,0.68,0.32
10/10/2023 3:00,0.01,0.06,0,8.27,0.55,0.45
10/10/2023 3:20,0,0.05,0,7.86,0.24,0.44
10/10/2023 3:40,-0.01,0.03,0,7.31,0.3,0.4
10/10/2023 4:00,0,0.02,0,7.68,0.45,0.34
10/10/2023 4:20,0,0.02,0,7.52,0.31,0.4
10/10/2023 4:40,0,0.02,0,7.44,0.25,0.5
10/10/2023 5:00,-0.01,0.02,0,8.2,0.34,0.56
10/10/2023 5:20,0,0.02,0,9.2,0.42,0.62
10/10/2023 5:40,0.01,0.02,0,8.34,0.25,0.66
10/10/2023 6:00,0,0.02,0,8.45,0.4,0.75
10/10/2023 6:20,0.01,0.02,-0.01,9.17,0.2,0.79
10/10/2023 6:40,0,0.02,-0.01,9.75,0.35,0.78
10/10/2023 7:00,0.01,0.02,0,10.99,0.23,0.88
10/10/2023 7:20,0.01,0.02,-0.01,12.39,0.33,0.92
10/10/2023 7:40,0,0.01,0,13.69,0.21,0.83
10/10/2023 8:00,0,0.01,0,5.01,0.19,0.79
10/10/2023 8:20,0,0.02,-0.01,15.17,0.26,0.68
10/10/2023 8:40,-0.01,0.02,0,15.83,0.27,0.55
10/10/2023 9:00,-0.01,0.03,0,16.86,0.3,0.33
10/10/2023 9:20,0,0.02,0.02,17.49,0.32,0.24
10/10/2023 9:40,0.03,0.07,0.16,17,0.28,0.2
10/10/2023 10:00,0.16,0.14,0.39,16.26,0.33,0.23
10/10/2023 10:20,0.19,0.26,0.77,15.76,0.44,0.24
10/10/2023 10:40,0.19,0.35,1.11,16.1,0.37,0.29
10/10/2023 11:00,0.01,0.47,1.23,16.03,0.29,0.28
10/10/2023 11:20,0.16,0.6,1.42,16.08,0.2,0.29
10/10/2023 11:40,0.75,0.7,1.7,15.86,0.32,0.29
10/10/2023 12:00,1.06,0.9,1.86,15.19,0.33,0.27
10/10/2023 12:20,1.27,1.11,1.92,15.01,0.29,0.33
10/10/2023 12:40,1.51,1.22,1.97,15.2,0.33,0.35
10/10/2023 13:00,1.62,1.37,1.99,15.33,0.3,0.36
10/10/2023 13:20,1.72,1.58,2.03,15.64,0.31,0.37
10/10/2023 13:40,1.89,1.76,2.15,15.87,0.41,0.34
10/10/2023 14:00,2.12,2.05,2.27,15.44,0.36,0.34
10/10/2023 14:20,2.2,2.07,2.39,14.96,0.46,0.48
10/10/2023 14:40,2.49,2.44,2.62,14.44,0.47,0.7
10/10/2023 15:00,2.67,2.34,2.76,13.96,0.5,0.73
10/10/2023 15:20,2.58,2.27,2.81,13.3,0.98,0.71
10/10/2023 15:40,2.58,1.98,2.88,12.64,0.56,0.73
10/10/2023 16:00,2.47,1.85,2.77,13.14,0.88,0.96
10/10/2023 16:20,2.47,1.51,2.7,14.84,0.82,0.96
10/10/2023 16:40,2.27,1.03,2.62,15.11,0.96,0.8
10/10/2023 17:00,2.06,0.78,2.37,14.68,0.6,0.83
10/10/2023 17:20,1.71,0.51,2.23,15.9,0.84,0.83
10/10/2023 17:40,1.51,0.44,2.12,16.58,0.72,0.81
10/10/2023 18:00,1.4,0.52,2.13,17.13,0.53,0.76
10/10/2023 18:20,1.42,0.75,2.19,17.68,0.67,0.69
10/10/2023 18:40,1.53,1.1,2.27,17.68,0.83,0.63
10/10/2023 19:00,1.66,1.79,2.32,19.18,0.61,0.68
10/10/2023 19:20,1.91,2.24,2.36,19.39,0.74,0.87
10/10/2023 19:40,2.21,3.1,2.55,19.88,0.46,1.01
10/10/2023 20:00,2.51,3.65,2.75,19.12,0.92,1.01
10/10/2023 20:20,2.63,3.65,2.91,21.13,1.03,0.93
10/10/2023 20:40,2.68,3.53,2.95,21.25,1,1.12
10/10/2023 21:00,2.77,3.12,3.22,21.35,1.18,1.25
10/10/2023 21:20,3.3,2.93,3.5,21.21,1.28,1.2
10/10/2023 21:40,3.64,2.58,3.76,21.88,1.6,1.29
10/10/2023 22:00,3.68,2.42,3.94,22.16,1.8,1.66
10/10/2023 22:20,3.75,2.06,4.01,21.13,1.7,1.69
10/10/2023 22:40,3.64,1.93,4.01,20.64,1.92,1.79
10/10/2023 23:00,3.35,1.73,3.95,20.05,2.24,1.92
10/10/2023 23:20,3.19,1.49,3.9,19.43,1.97,1.98
10/10/2023 23:40,2.8,1.39,3.73,18.12,1.93,2.07
10/11/2023 0:00,2.42,1.23,3.6,16.73,2.06,2.16
10/11/2023 0:20,2,1.03,3.24,15.09,1.93,1.97
10/11/2023 0:40,1.55,0.69,3.04,14.13,2.41,2
10/11/2023 1:00,1.06,0.43,2.47,13.04,2.31,1.94
10/11/2023 1:20,0.57,0.16,2.09,12.14,1.73,2.25
10/11/2023 1:40,0.19,0.16,2.09,11.63,1.59,1.74
10/11/2023 2:00,0.03,0.16,2.09,10.66,1.56,1.44
10/11/2023 2:20,-0.01,0.06,0.07,10.4,1.41,0.72
10/11/2023 2:40,0,0.03,0.01,10.59,1.6,1.75
10/11/2023 3:00,-0.01,0.02,-0.06,8.63,1.42,0.84
10/11/2023 3:20,-0.02,0.02,-0.07,8.64,1.22,1.03
10/11/2023 3:40,0,0.02,-0.09,8.5,1.15,1.25
10/11/2023 4:00,0.01,0.02,-0.08,7.74,0.89,0.54
10/11/2023 4:20,-0.02,0.01,-0.08,7.54,0.92,0.93
10/11/2023 4:40,-0.01,0.02,-0.09,7.68,0.98,1.01
10/11/2023 5:00,-0.02,0.01,-0.08,7.58,0.74,0.38
10/11/2023 5:20,-0.01,0.01,-0.08,9.06,0.58,0.93
10/11/2023 5:40,-0.01,0.01,-0.08,9.55,0.66,0.7
10/11/2023 6:00,-0.01,0.01,-0.08,9.55,0.37,0.34
10/11/2023 6:20,-0.02,0.01,-0.08,9.92,0.53,0.37
10/11/2023 6:40,-0.02,0.02,-0.08,10.45,0.28,0.38
10/11/2023 7:00,-0.01,0.02,-0.08,11.42,0.27,0.41
10/11/2023 7:20,-0.01,0.01,-0.07,12.83,0.24,0.46
10/11/2023 7:40,-0.02,0.02,-0.08,14.27,0.17,0.41
10/11/2023 8:00,0,0.02,-0.04,16.18,0.22,0.39
10/11/2023 8:20,0.01,0.02,-0.06,16.23,0.25,0.3
10/11/2023 8:40,-0.02,0.01,-0.08,18.06,0.24,0.27
10/11/2023 9:00,-0.02,0.02,-0.08,17.79,0.29,0.21
10/11/2023 9:20,0.01,0.01,-0.06,17.69,0.36,0.19
10/11/2023 9:40,0.06,0.01,0.01,17.25,0.33,0.2
10/11/2023 10:00,0.2,0.04,0,16.52,0.3,0.28
10/11/2023 10:20,0.37,0.12,-0.04,16.28,0.31,0.29
10/11/2023 10:40,0.37,0.2,0.02,16.15,0.31,0.29
10/11/2023 11:00,0.04,0.27,0.17,16.68,0.32,0.3
10/11/2023 11:20,0.04,0.33,0.23,15.57,0.33,0.29
10/11/2023 11:40,0.44,0.43,0.29,16.02,0.31,0.29
10/11/2023 12:00,0.96,0.52,0.36,15.24,0.25,0.39
10/11/2023 12:20,1.15,0.6,0.54,14.81,0.34,0.39
10/11/2023 12:40,1.14,0.67,0.77,14.6,0.27,0.39
10/11/2023 13:00,1.21,0.78,0.96,14.64,0.32,0.34
10/11/2023 13:20,1.29,0.75,1.02,14.47,0.33,0.33
10/11/2023 13:40,1.32,0.79,1.11,14.04,0.33,0.28
10/11/2023 14:00,1.36,0.79,1.29,14.18,0.25,0.28
10/11/2023 14:20,1.49,0.88,1.39,13.68,0.31,0.27
10/11/2023 14:40,1.59,0.85,1.5,13.79,0.38,0.28
10/11/2023 15:00,1.75,0.86,1.51,13.54,0.39,0.3
10/11/2023 15:20,1.97,0.94,1.53,13.58,0.32,0.38
10/11/2023 15:40,1.96,0.95,1.62,13.86,0.4,0.46
10/11/2023 16:00,1.82,0.99,1.69,13.73,0.36,0.48
10/11/2023 16:20,1.73,0.97,1.6,14.1,0.46,0.49
10/11/2023 16:40,1.67,0.99,1.47,14.21,0.5,0.48
10/11/2023 17:00,1.59,1.05,1.36,14.14,0.48,0.48
10/11/2023 17:20,1.36,1.12,1.47,15.78,0.44,0.49
10/11/2023 17:40,1.32,1.13,1.48,15.46,0.42,0.5
10/11/2023 18:00,1.3,1.17,1.41,16.14,0.39,0.42
10/11/2023 18:20,1.39,1.24,1.43,18.07,0.3,0.4
10/11/2023 18:40,1.42,1.44,1.6,17.22,0.37,0.4
10/11/2023 19:00,1.61,1.71,1.94,17.48,0.31,0.4
10/11/2023 19:20,2,1.82,2.23,17.91,0.35,0.37
10/11/2023 19:40,2.32,2.21,2.49,18.01,0.51,0.41
10/11/2023 20:00,2.59,2.28,2.74,18.73,0.59,0.62
10/11/2023 20:20,2.72,2.73,2.87,18.88,0.75,0.82
10/11/2023 20:40,2.78,2.74,3.1,19.12,0.73,0.86
10/11/2023 21:00,2.9,2.89,3.31,19.88,0.88,0.89
10/11/2023 21:20,2.96,2.7,3.4,20.52,0.77,1.01
10/11/2023 21:40,2.88,2.2,3.48,20,1,1
10/11/2023 22:00,3.21,2.07,3.63,20.06,1.06,1.14
10/11/2023 22:20,3.37,2.01,3.91,19.88,1.22,1.25
10/11/2023 22:40,3.68,1.99,4.14,19.57,1.45,1.3
10/11/2023 23:00,3.81,2.01,4.23,19.13,1.69,1.5
10/11/2023 23:20,3.65,1.99,4.26,17.82,1.83,1.77
10/11/2023 23:40,3.46,1.9,4.17,16.98,1.92,1.87
10/12/2023 0:00,3.04,1.73,3.86,15.92,2.09,1.85
10/12/2023 0:20,2.62,1.5,3.45,14.82,2.21,1.84
10/12/2023 0:40,2.05,1.28,3,13.4,1.76,1.78
10/12/2023 1:00,1.53,0.88,2.44,12.35,1.9,1.83
